bill_id,congress,bill_type,bill_number,title,title_ai,introduced_date,status,sponsor_bioguide,sponsor_name,sponsor_party,sponsor_state,latest_action_date,latest_action_text,cosponsor_count
hr2715-119,119,HR,H.R.2715,Destruction of Hazardous Imports Act,Destroying dangerous imported items,2025-04-08,active,H001077,Clay Higgins,Republican,LA,2025-04-08,Referred to the House Committee on Energy and Commerce.,8
hr4375-119,119,HR,H.R.4375,Great Lakes Icebreaker Act of 2025,Fund Great Lakes icebreakers program,,In Committee,M001237,Kristen McDonald Rivet,Democratic,MI,,,0
hr7474-119,119,HR,H.R.7474,Soil CARE Act of 2026,Train agriculture workers on soil health practices,2026-02-10,active,S001226,Andrea Salinas,Democratic,OR,2026-02-10,Referred to the House Committee on Agriculture.,2
s484-119,119,S,S.484,PLCAA Federal Jurisdiction Act,Federal jurisdiction for PLCAA matters,2025-02-06,active,L000577,Mike Lee,Republican,UT,2025-02-06,Read twice and referred to the Committee on the Judiciary.,0
hr2654-119,119,HR,H.R.2654,Lifesaving Gear for Police Act of 2025,Provide lifesaving gear for police officers,,active,S001212,Pete Stauber,Republican,MN,,,0
s3915-119,119,S,S.3915,A bill to require a report on the competitiveness of United States exports of specialty crops.,Report on US specialty crop export competitiveness,2026-02-25,active,W000779,Ron Wyden,Democratic,OR,2026-02-25,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",6
s581-119,119,S,S.581,Fair Milk Pricing for Farmers Act,Ensure fair milk prices for farmers,2025-02-13,active,G000555,Kirsten E. Gillibrand,Democratic,NY,2025-02-13,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",2
hr979-119,119,HR,H.R.979,AM Radio for Every Vehicle Act of 2025,Require AM radio in all vehicles,,active,B001257,Gus M. Bilirakis,Republican,FL,,,0
hres67-119,119,HRES,H.Res.67,Recognizing the roles and the contributions of Americas Certified Registered Nurse Anesthetists (CRNAs) and their critical role in providing quality health care for the public and the Nation's Armed Forces for more than 150 years and through multiple public health emergencies and beyond.,Honoring nurse anesthetists for healthcare contributions,,active,S001145,Janice D. Schakowsky,Democratic,IL,,,0
hr5910-119,119,HR,H.R.5910,To authorize leases of up to 99 years for land held in trust for federally recognized Indian Tribes.,Allow long leases for Native American tribal land,2025-11-04,active,H001096,Harriet M. Hageman,Republican,WY,2026-03-04,Received in the Senate and Read twice and referred to the Committee on Indian Affairs.,4
hr2711-119,119,HR,H.R.2711,Invest to Protect Act of 2025,Invest in crime prevention and law enforcement,2025-04-08,active,G000583,Josh Gottheimer,Democratic,NJ,2025-04-08,Referred to the House Committee on the Judiciary.,45
hr7213-119,119,HR,H.R.7213,Safeguarding Benefits for Americans Act of 2026,Protect social benefits for Americans,2026-01-22,active,G000576,Glenn Grothman,Republican,WI,2026-01-22,Referred to the House Committee on Oversight and Government Reform.,3
s2857-119,119,S,S.2857,Protecting Free Vaccines Act of 2025,Protect free vaccines for everyone,,active,W000779,Ron Wyden,Democratic,OR,,,0
s428-119,119,S,S.428,SAFE Orbit Act,SAFE Orbit Act,,active,C001056,John Cornyn,Republican,TX,,,0
hr7360-119,119,HR,H.R.7360,"To amend the United States Housing Act of 1937 to permanently authorize the emergency safety and security grant program, and for other purposes.",Permanently authorize emergency housing safety grants,2026-02-04,active,G000599,Daniel S. Goldman,Democratic,NY,2026-02-04,Referred to the House Committee on Financial Services.,3
hr6365-119,119,HR,H.R.6365,Wintergreen Emergency Egress Act,Emergency exits for Wintergreen public lands,2025-12-02,active,M001239,John J. McGuire III,Republican,VA,2026-03-04,Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.,7
s3919-119,119,S,S.3919,"A bill to amend the Weather Research and Forecasting Innovation Act of 2017 with respect to the hurricane forecast improvement program, and for other purposes.",Enhance hurricane weather forecasting program,2026-02-25,active,B001305,Ted Budd,Republican,NC,2026-02-25,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",0
hr1456-119,119,HR,H.R.1456,Gun Trafficker Detection Act,Detecting Gun Traffickers,2025-02-21,active,C001117,Sean Casten,Democratic,IL,2025-02-21,Referred to the House Committee on the Judiciary.,0
s1070-119,119,S,S.1070,National STEM Week Act,,2025-03-14,active,E000295,Joni Ernst,Republican,IA,2026-03-03,Held at the desk.,1
s3595-119,119,S,S.3595,No War with Venezuela Act of 2026,Prevent war with Venezuela,,active,B001267,Michael F. Bennet,Democratic,CO,,,0
hr7675-119,119,HR,H.R.7675,Securing Partner Supply Chains Act,,2026-02-25,active,C001091,Joaquin Castro,Democratic,TX,2026-02-25,Referred to the House Committee on Foreign Affairs.,4
s3591-119,119,S,S.3591,Thomas M. Conway Veterans Access to Resources in the Workplace Act,Helping veterans get workplace resources,,active,K000383,"Angus S. King, Jr.",Independent,ME,,,0
hr7460-119,119,HR,H.R.7460,Airborne Act of 2026,,2026-02-10,active,B001292,"Donald S. Beyer, Jr.",Democratic,VA,2026-02-10,Referred to the House Committee on Ways and Means.,3
s3739-119,119,S,S.3739,Veterans Hearing Aid Improvement Act of 2026,VA pilot program for over-the-counter hearing aids,2026-01-29,active,B001243,Marsha Blackburn,Republican,TN,2026-01-29,Read twice and referred to the Committee on Veterans' Affairs.,2
hr7003-119,119,HR,H.R.7003,BIS STRENGTH Act,Strengthen the Bureau of Industry and Security,,active,S001229,Jefferson Shreve,Republican,IN,,,0
hr7254-119,119,HR,H.R.7254,"To amend the National Trails System Act to direct the Secretary of the Interior to conduct a study on the feasibility of designating the Bay Area Ridge National Scenic Trail, and for other purposes.",Study Bay Area Ridge Trail for national designation,,active,H001068,Jared Huffman,Democratic,CA,,,0
hr4371-119,119,HR,H.R.4371,Kayla Hamilton Act,Kayla Hamilton Act,,active,F000478,Russell Fry,Republican,SC,,,0
s580-119,119,S,S.580,Combating CCP Labor Abuses Act of 2025,Fight Chinese Communist Party labor abuses,2025-02-13,active,P000595,Gary C. Peters,Democratic,MI,2025-07-28,Placed on Senate Legislative Calendar under General Orders. Calendar No. 129.,0
hr6458-119,119,HR,H.R.6458,Electronic Filing Improvement and Logistical Efficiency Act of 2025,Improve electronic tax filing efficiency,,In Committee,M000317,Nicole Malliotakis,Republican,NY,,,0
hr7455-119,119,HR,H.R.7455,"To amend the Emergency Food Assistance Act of 1983 to allow certain States to directly purchase commodities, and for other purposes.",Let states buy emergency food directly,2026-02-09,active,T000487,Jill N. Tokuda,Democratic,HI,2026-02-09,Referred to the House Committee on Agriculture.,5
hres1090-119,119,HRES,H.Res.1090,"Expressing support for the designation of February 2026 as ""Low Vision and Vision Impairment Awareness Month"".",,2026-02-26,active,V000131,Marc A. Veasey,Democratic,TX,2026-02-26,Referred to the House Committee on Energy and Commerce.,1
hr6385-119,119,HR,H.R.6385,Farm Transitions Act of 2025,Helping farmers with farm transitions,2025-12-03,active,D000230,Donald G. Davis,Democratic,NC,2025-12-03,Referred to the House Committee on Agriculture.,2
hres1108-119,119,HRES,H.Res.1108,Expressing support for designation of March 2026 as Music in Our Schools Month.,,2026-03-05,active,V000081,Nydia M. Velázquez,Democratic,NY,2026-03-05,Referred to the House Committee on Education and Workforce.,7
s3803-119,119,S,S.3803,Right to Redress Act,Allow direct lawsuits for injuries by federal officers,2026-02-09,active,B001288,Cory A. Booker,Democratic,NJ,2026-02-09,Read twice and referred to the Committee on the Judiciary.,2
hr7074-119,119,HR,H.R.7074,Keeping Public Lands Out of Adversarial Hands Act,Keep public lands out of enemy hands,,active,N000189,Dan Newhouse,Republican,WA,,,0
s2235-119,119,S,S.2235,Diesel Emissions Reduction Act of 2025,Reduce diesel emissions for cleaner air,2025-07-10,active,W000802,Sheldon Whitehouse,Democratic,RI,2025-10-29,Placed on Senate Legislative Calendar under General Orders. Calendar No. 226.,0
s3328-119,119,S,S.3328,Digital Skills for Today’s Workforce Act,Train workers in digital skills,,In Committee,K000384,Tim Kaine,Democratic,VA,,,0
hr7295-119,119,HR,H.R.7295,Comprehensive Congressional Budget Act of 2026,Reforming the congressional budget system,,active,M001213,Blake D. Moore,Republican,UT,,,0
hr6302-119,119,HR,H.R.6302,Whistleblowers Aiding National Security Act of 2025,Whistleblower rewards for defense export enforcement,2025-11-25,active,J000310,Julie Johnson,Democratic,TX,2025-11-25,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2
hr5539-119,119,HR,H.R.5539,POW Priority Care Act of 2025,Priority care for prisoners of war,,In Committee,W000798,Tim Walberg,Republican,MI,,,0
s726-119,119,S,S.726,Ethan's Law,Ethan's Law,,active,B001277,Richard Blumenthal,Democratic,CT,,,0
hr7202-119,119,HR,H.R.7202,Invest in Rural Teachers Act,Fund teachers in rural areas,2026-01-22,active,B001326,Janelle S. Bynum,Democratic,OR,2026-01-22,Referred to the House Committee on Education and Workforce.,0
hr45-119,119,HR,H.R.45,FIND Act,FIND Act,2025-01-03,active,B001301,Jack Bergman,Republican,MI,2025-01-03,Referred to the House Committee on Oversight and Government Reform.,0
s3732-119,119,S,S.3732,Water Security and Drought Resilience Act,Support water storage improvements with federal aid,2026-01-29,active,G000574,Ruben Gallego,Democratic,AZ,2026-01-29,Read twice and referred to the Committee on Energy and Natural Resources.,2
hr7197-119,119,HR,H.R.7197,Home Energy Relief Act,Help for home energy costs,,active,B001324,Wesley Bell,Democratic,MO,,,0
hr7611-119,119,HR,H.R.7611,Protecting Puppies from Sharia Act,Protect puppies from Sharia law,2026-02-20,active,F000484,Randy Fine,Republican,FL,2026-02-20,Referred to the House Committee on Oversight and Government Reform.,13
s3229-119,119,S,S.3229,No Tariffs on Groceries Act of 2025,Ensure no tariffs on groceries,,active,R000608,Jacky Rosen,Democratic,NV,,,0
hr5912-119,119,HR,H.R.5912,DISRUPT Act,DISRUPT Act,,In Committee,K000391,Raja Krishnamoorthi,Democratic,IL,,,0
sres600-119,119,SRES,S.Res.600,"A resolution recognizing January 2026 as ""National Mentoring Month"".",Recognize January 2026 as National Mentoring Month,2026-02-05,active,W000802,Sheldon Whitehouse,Democratic,RI,2026-02-05,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S516; text: CR S514-515)",31
hr443-119,119,HR,H.R.443,Parris Island Protection Act,Protect Parris Island for national security,2025-01-15,active,M000194,Nancy Mace,Republican,SC,2025-01-15,Referred to the House Committee on Armed Services.,5
hjres59-119,119,HJRES,H.J.Res.59,"Disapproving the rule submitted by the Bureau of Consumer Financial Protection relating to ""Overdraft Lending: Very Large Financial Institutions"".",Stop overdraft lending rules for big banks,2025-02-13,active,H001072,J. French Hill,Republican,AR,2025-03-21,"Placed on the Union Calendar, Calendar No. 16.",17
hr6267-119,119,HR,H.R.6267,Aviation Supply Chain Safety and Security Digitization Act of 2025,Improve aviation supply chain safety digitally,,active,K000405,Brad Knott,Republican,NC,,,0
sjres105-119,119,SJRES,S.J.Res.105,"A joint resolution redesignating the Robert E. Lee Memorial in Arlington National Cemetery as the ""Arlington House National Historic Site"".",Rename Robert E Lee Memorial to Arlington House,,active,K000384,Tim Kaine,Democratic,VA,,,0
hres70-119,119,HRES,H.Res.70,Expressing the sense of the House of Representatives that Congress should take all appropriate measures to ensure that the United States Postal Service remains an independent establishment of the Federal Government and is not subject to privatization.,Protect US Postal Service from privatization,,active,L000562,Stephen F. Lynch,Democratic,MA,,,0
s3950-119,119,S,S.3950,"A bill to amend title 49, United States Code, to combat freight fraud and theft, and for other purposes.",Fight fraud and theft in freight shipping,2026-02-26,active,Y000064,Todd Young,Republican,IN,2026-02-26,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",0
hr2068-119,119,HR,H.R.2068,Veterans Patient Advocacy Act,Helping veterans with patient advocacy,,active,M001194,John R. Moolenaar,Republican,MI,,,0
s3132-119,119,S,S.3132,Emergency Relief for Hungry Families Act of 2025,Provide emergency relief for hungry families,,active,W000779,Ron Wyden,Democratic,OR,,,0
hres594-119,119,HRES,H.Res.594,Condemning the persecution of Christians in Muslim-majority countries.,Condemn mistreatment of Christians in Muslim countries,,active,M001235,Riley M. Moore,Republican,WV,,,0
s1092-119,119,S,S.1092,WIPPES Act,WIPPES Act,,active,M001176,Jeff Merkley,Democratic,OR,,,0
hr3400-119,119,HR,H.R.3400,TRAVEL Act of 2025,Update travel policies for armed forces,,active,K000404,Kimberlyn King-Hinds,Republican,MP,,,0
s3259-119,119,S,S.3259,RECAPTURE Act,RECAPTURE Act,,active,E000295,Joni Ernst,Republican,IA,,,0
s1183-119,119,S,S.1183,Maintaining and Enhancing Hydroelectricity and River Restoration Act of 2025,Maintain hydroelectric power and restore rivers,2025-03-27,active,C000127,Maria Cantwell,Democratic,WA,2025-03-27,Read twice and referred to the Committee on Finance.,13
s3910-119,119,S,S.3910,"A bill to support marine carbon dioxide removal activities, and for other purposes.",Support efforts to remove CO2 from the ocean,2026-02-25,active,S001194,Brian Schatz,Democratic,HI,2026-02-25,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",1
s434-119,119,S,S.434,Space Commerce Advisory Committee Act,Advisory committee for space commerce,,active,P000595,Gary C. Peters,Democratic,MI,,,0
s3967-119,119,S,S.3967,"A bill to establish a rural area digital infrastructure technology grant program, and for other purposes.",,2026-03-03,active,B001236,John Boozman,Republican,AR,2026-03-03,Read twice and referred to the Committee on Environment and Public Works.,1
